!SESSION 2025-04-14 18:22:15.924 -----------------------------------------------
eclipse.buildId=unknown
java.version=1.7.0
java.vendor=Oracle Corporation

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.084
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  org.osgi.framework.language:  zh

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.084
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  user.language:  zh

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.085
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  org.osgi.framework.processor:  x86-64

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.086
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  osgi.syspath:  c:\Program Files\Code Collaborator Client\ui\plugins

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.086
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  sun.boot.library.path:  c:\program files\java\jre7\bin

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.087
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  osgi.manifest.cache:  C:\Users\NMS\.smartbear\configuration\org.eclipse.osgi\manifests

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.088
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  java.version:  1.7.0

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.088
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  org.osgi.framework.os.name:  windows nt (unknown)

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.089
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  user.timezone:  Asia/Shanghai

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.090
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  sun.arch.data.model:  64

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.090
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  osgi.bundles:  org.eclipse.equinox.common@2:start,org.eclipse.update.configurator@3:start,org.eclipse.core.runtime@start

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.091
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  java.endorsed.dirs:  c:\program files\java\jre7\lib\endorsed

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.091
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  osgi.tracefile:  C:\Users\NMS\.smartbear\instance\.metadata\trace.log

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.092
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  sun.cpu.isalist:  amd64

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.092
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  sun.jnu.encoding:  GBK

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.093
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  eclipse.application:  com.smartbear.collaborator.ui.standalone.CollabGUIApp

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.094
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  file.encoding.pkg:  sun.io

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.094
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  org.osgi.framework.vendor:  Eclipse

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.095
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  file.separator:  \

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.095
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  java.specification.name:  Java Platform API Specification

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.096
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  java.class.version:  51.0

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.096
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  user.country:  CN

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.097
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  osgi.configuration.cascaded:  true

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.098
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  java.home:  c:\program files\java\jre7

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.098
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  osgi.os:  win32

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.099
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  eclipse.commands:  

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.099
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  java.vm.info:  mixed mode

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.100
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  os.version:  6.2

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.100
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  osgi.arch:  x86_64

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.101
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  osgi.sharedConfiguration.area:  file:/C:/Program Files/Code Collaborator Client/ui/configuration/

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.102
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  path.separator:  ;

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.102
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  java.vm.version:  21.0-b17

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.103
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  org.osgi.supports.framework.fragment:  true

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.104
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  user.variant:  

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.104
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  osgi.framework.shape:  jar

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.105
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  java.awt.printerjob:  sun.awt.windows.WPrinterJob

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.106
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  sun.io.unicode.encoding:  UnicodeLittle

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.106
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  org.osgi.framework.version:  1.5.0

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.109
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  awt.toolkit:  sun.awt.windows.WToolkit

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.110
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  user.script:  

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.110
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  osgi.install.area:  file:/C:/Program Files/Code Collaborator Client/ui/

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.111
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  osgi.framework:  file:/C:/Program Files/Code Collaborator Client/ui/plugins/org.eclipse.osgi_3.5.0.v20090520.jar

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.111
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  user.home:  C:\Users\NMS

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.112
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  osgi.bundlestore:  C:\Users\NMS\.smartbear\configuration\org.eclipse.osgi\bundles

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.112
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  exe4j.semaphoreName:  c:_program files_code collaborator client_ccollabgui.exe1

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.113
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  osgi.nl:  zh_CN

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.114
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  java.specification.vendor:  Oracle Corporation

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.114
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  org.xml.sax.driver:  com.sun.org.apache.xerces.internal.parsers.SAXParser

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.115
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  java.library.path:  C:\Program Files\Code Collaborator Client;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Program Files\Calibre2\;C:\Program Files (x86)\IVI Foundation\VISA\WinNT\Bin\;C:\Program Files\IVI Foundation\VISA\Win64\Bin\;C:\VXIPNP\WINNT\BIN;C:\VXIPNP\WINNT\TekVISA\BIN;C:\Program Files\Code Collaborator Client;C:\Program Files (x86)\Subversion\bin;C:\Program Files\dotnet\;c:\program files\esafenet\cobra docguard client;C:\Program Files\TortoiseSVN\bin;C:\Users\NMS\AppData\Local\Microsoft\WindowsApps;c:\program files\esafenet\cobra docguard client;C:\Xilinx\Vivado\2019.1\bin;D:\Anlogic\TD5.6.2\bin\;C:\Anlogic\TD_6.0.2_PHX_SP3_132.435\bin\;c:\program files\java\jre7\bin;.

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.115
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  java.vendor.url:  http://java.oracle.com/

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.116
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  exe4j.consoleCodepage:  cp0

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.117
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  org.osgi.framework.os.version:  6.2.0

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.117
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  eclipse.startTime:  1744626135924

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.118
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  java.vm.vendor:  Oracle Corporation

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.118
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  collab.install.dir:  C:\Program Files\Code Collaborator Client\

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.119
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  java.runtime.name:  Java(TM) SE Runtime Environment

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.120
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  java.class.path:  C:\Program Files\Code Collaborator Client\.install4j\i4jruntime.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\asm-all-3.1.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\BrowserLauncher2.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\commons-beanutils-core.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\commons-codec-1.3.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\commons-httpclient.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\commons-io.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\commons-lang.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\cxf-2.3.2.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\geronimo-activation_1.1_spec-1.1.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\geronimo-annotation_1.0_spec-1.1.1.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\geronimo-javamail_1.4_spec-1.7.1.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\geronimo-jaxws_2.2_spec-1.0.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\geronimo-stax-api_1.0_spec-1.0.1.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\geronimo-ws-metadata_2.0_spec-1.1.3.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\guava-11.0.2.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\gwt-user.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\jaxb-api-2.2.1.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\jaxb-impl-2.2.1.1.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\jsr173_1.0_api.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\jsr173_1.0_ri.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\mksapi.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\neethi-2.0.4.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\saaj-api-1.3.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\saaj-impl-1.3.2.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\smartbear-ccollab-client-common.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\smartbear-ccollab-datamodel.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\smartbear-ccollab-soap.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\smartbear-code-analysis.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\smartbear-common.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\smartbear-scm.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\stax2-api-3.0.2.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\woodstox-core-asl-4.0.8.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\woodstox-msv-core-2.0.0.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\woodstox-msv-rng-datatype-1.0.0.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\woodstox-msv-xsdlib-2.0.0.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\ws-commons-util-1.0.2.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\xmlrpc-client.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\xmlrpc-common.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator_7.2.7237\libs\XmlSchema-1.4.7.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator.libdependencies_7.2.7237\commons-logging.jar;C:\Program Files\Code Collaborator Client\.\ui\plugins\com.smartbear.collaborator.libdependencies_7.2.7237\wsdl4j-1.6.2.jar;C:\Program Files\Code Collaborator Client\.\lib\activation.jar;C:\Program Files\Code Collaborator Client\.\lib\commons-cli-2.0-SNAPSHOT-553540.jar;C:\Program Files\Code Collaborator Client\.\lib\gwt-user.jar;C:\Program Files\Code Collaborator Client\.\lib\smartbear-ccollab-cmdline.jar;C:\Program Files\Code Collaborator Client\.\lib\smartbear-code-analysis.jar;

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.120
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  exe4j.tempDir:  

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.121
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  java.vm.specification.name:  Java Virtual Machine Specification

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.122
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  exe4j.moduleName:  C:\Program Files\Code Collaborator Client\ccollabgui.exe

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.122
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  java.vm.specification.version:  1.7

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.123
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  sun.cpu.endian:  little

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.123
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  sun.os.patch.level:  

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.124
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  java.io.tmpdir:  C:\Users\NMS\AppData\Local\Temp\

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.125
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  java.vendor.url.bug:  http://bugreport.sun.com/bugreport/

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.125
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  eclipse.home.location:  file:/C:/Program Files/Code Collaborator Client/ui/

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.126
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  os.arch:  amd64

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.126
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  java.awt.graphicsenv:  sun.awt.Win32GraphicsEnvironment

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.127
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  exe4j.launchName:  C:\Program Files\Code Collaborator Client\ccollabgui.exe

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.127
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  java.ext.dirs:  c:\program files\java\jre7\lib\ext;C:\Windows\Sun\Java\lib\ext

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.127
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  user.dir:  C:\Program Files\Code Collaborator Client

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.128
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  org.osgi.supports.framework.requirebundle:  true

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.128
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  exe4j.unextractedPosition:  0

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.129
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  line.separator:  


!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.129
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  java.vm.name:  Java HotSpot(TM) 64-Bit Server VM

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.130
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  file.encoding:  GBK

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.131
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  osgi.framework.version:  3.5.0.v20090520

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.131
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  install4j.exeDir:  C:\Program Files\Code Collaborator Client\

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.133
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  java.specification.version:  1.7

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.133
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  osgi.user.area:  file:/C:/Users/NMS/.smartbear/user/

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.134
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  org.osgi.framework.executionenvironment:  OSGi/Minimum-1.0,OSGi/Minimum-1.1,OSGi/Minimum-1.2,JRE-1.1,J2SE-1.2,J2SE-1.3,J2SE-1.4,J2SE-1.5,JavaSE-1.6

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.134
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  osgi.logfile:  C:\Users\NMS\.smartbear\instance\.metadata\.log

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.135
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  osgi.configuration.area:  file:/C:/Users/NMS/.smartbear/configuration/

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.136
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
Logging environment variables.

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.137
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  ProgramData:  C:\ProgramData

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.137
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
  USERPROFILE:  C:\Users\NMS

!ENTRY com.smartbear.collaborator 2 0 2025-04-14 18:33:59.138
!MESSAGE DEBUG: Mon Apr 14 18:33:59 CST 2025: com.smartbear.collaborator.ui.debug.DebugWindow
